country,latitude,longitude,soil_ph,organic_carbon,sand,silt,clay,nitrogen
India,8.75,77.25,5.49,1.02,39.0,24.0,37.0,1.9
India,8.75,77.75,6.4,0.83,49.0,24.0,27.0,2.35
India,9.25,76.75,5.49,1.02,39.0,24.0,37.0,0.0
India,9.25,77.25,5.49,1.02,39.0,24.0,37.0,3.2
India,9.25,77.75,7.9,0.76,17.0,29.0,54.0,1.48
India,9.25,78.25,6.4,0.83,49.0,24.0,27.0,1.26
India,9.75,76.75,5.49,1.02,39.0,24.0,37.0,2.7
India,9.75,77.25,5.49,1.02,39.0,24.0,37.0,2.7
India,9.75,77.75,7.9,0.76,17.0,29.0,54.0,3.12
India,9.75,78.25,6.4,0.83,49.0,24.0,27.0,1.2
India,9.75,78.75,6.4,0.83,49.0,24.0,27.0,1.3
India,10.25,76.75,4.8,0.87,51.0,24.0,25.0,1.9
India,10.25,77.25,5.0,2.16,39.0,25.0,36.0,2.75
India,10.25,77.75,6.4,0.83,49.0,24.0,27.0,1.2
India,10.25,78.25,6.4,0.83,49.0,24.0,27.0,1.55
India,10.25,78.75,6.4,0.83,49.0,24.0,27.0,1.3
India,10.75,76.25,5.49,1.02,39.0,24.0,37.0,1.66
India,10.75,76.75,5.49,1.02,39.0,24.0,37.0,1.66
India,10.75,77.25,6.8,1.23,23.0,24.0,53.0,1.4
India,10.75,77.75,6.4,0.83,49.0,24.0,27.0,1.2
India,10.75,78.25,6.4,0.83,49.0,24.0,27.0,1.15
India,10.75,78.75,6.4,0.83,49.0,24.0,27.0,1.2
India,10.75,79.25,7.0,0.86,45.0,32.0,23.0,1.23
India,11.25,76.25,4.8,0.87,51.0,24.0,25.0,1.9
India,11.25,76.75,7.6,1.41,43.0,30.0,27.0,2.51
India,11.25,77.25,6.4,0.83,49.0,24.0,27.0,0.0
India,11.25,77.75,6.4,0.83,49.0,24.0,27.0,0.9
India,11.25,78.25,6.4,0.83,49.0,24.0,27.0,1.2
India,11.25,78.75,6.4,0.83,49.0,24.0,27.0,1.36
India,11.25,79.25,6.8,1.23,23.0,24.0,53.0,1.26
India,11.75,75.75,4.8,0.87,51.0,24.0,25.0,3.0
India,11.75,76.25,6.2,0.8,52.0,20.0,28.0,3.0
India,11.75,76.75,6.4,0.83,49.0,24.0,27.0,2.04
India,11.75,77.25,6.4,0.83,49.0,24.0,27.0,1.21
India,11.75,77.75,6.4,0.83,49.0,24.0,27.0,1.4
India,11.75,78.25,6.4,0.83,49.0,24.0,27.0,1.28
India,11.75,78.75,6.4,0.83,49.0,24.0,27.0,1.4
India,11.75,79.25,6.4,0.83,49.0,24.0,27.0,1.2
India,12.25,75.75,6.2,0.8,52.0,20.0,28.0,2.24
India,12.25,76.25,6.4,0.83,49.0,24.0,27.0,1.8
India,12.25,76.75,6.4,0.83,49.0,24.0,27.0,1.1
India,12.25,77.25,6.4,0.83,49.0,24.0,27.0,1.0
India,12.25,77.75,6.4,0.83,49.0,24.0,27.0,1.5
India,12.25,78.25,6.4,0.83,49.0,24.0,27.0,1.31
India,12.25,78.75,6.4,0.83,49.0,24.0,27.0,1.4
India,12.25,79.25,6.4,0.83,49.0,24.0,27.0,1.1
India,12.25,79.75,6.4,0.83,49.0,24.0,27.0,1.33
India,12.75,75.25,5.49,1.02,39.0,24.0,37.0,1.8
India,12.75,75.75,6.2,0.8,52.0,20.0,28.0,1.88
India,12.75,76.25,6.4,0.83,49.0,24.0,27.0,1.2
India,12.75,76.75,6.4,0.83,49.0,24.0,27.0,1.0
India,12.75,77.25,6.4,0.83,49.0,24.0,27.0,1.3
India,12.75,77.75,6.4,0.83,49.0,24.0,27.0,1.35
India,12.75,78.25,6.4,0.83,49.0,24.0,27.0,1.08
India,12.75,78.75,6.4,0.83,49.0,24.0,27.0,1.1
India,12.75,79.25,6.4,0.83,49.0,24.0,27.0,2.27
India,12.75,79.75,6.4,0.83,49.0,24.0,27.0,1.15
India,13.25,75.25,4.8,0.87,51.0,24.0,25.0,2.44
India,13.25,75.75,6.2,0.8,52.0,20.0,28.0,2.41
India,13.25,76.25,6.4,0.83,49.0,24.0,27.0,1.2
India,13.25,76.75,6.4,0.83,49.0,24.0,27.0,1.14
India,13.25,77.25,6.4,0.83,49.0,24.0,27.0,0.8
India,13.25,77.75,6.2,0.8,52.0,20.0,28.0,0.0
India,13.25,78.25,6.4,0.83,49.0,24.0,27.0,0.8
India,13.25,78.75,6.4,0.83,49.0,24.0,27.0,0.96
India,13.25,79.25,7.9,0.76,17.0,29.0,54.0,1.4
India,13.25,79.75,6.4,0.83,49.0,24.0,27.0,1.1
India,13.75,74.75,4.8,0.87,51.0,24.0,25.0,1.8
India,13.75,75.25,4.8,0.87,51.0,24.0,25.0,1.8
India,13.75,75.75,6.2,0.8,52.0,20.0,28.0,1.7
India,13.75,76.25,6.4,0.83,49.0,24.0,27.0,1.1
India,13.75,76.75,6.4,0.83,49.0,24.0,27.0,0.84
India,13.75,77.25,6.4,0.83,49.0,24.0,27.0,0.76
India,13.75,77.75,6.4,0.83,49.0,24.0,27.0,1.0
India,13.75,78.25,6.4,0.83,49.0,24.0,27.0,0.88
India,13.75,78.75,6.4,0.83,49.0,24.0,27.0,1.0
India,13.75,79.25,6.4,0.83,49.0,24.0,27.0,1.17
India,13.75,79.75,6.4,0.83,49.0,24.0,27.0,1.37
India,14.25,74.75,4.8,0.87,51.0,24.0,25.0,0.0
India,14.25,75.25,6.2,0.8,52.0,20.0,28.0,1.5
India,14.25,75.75,6.4,0.83,49.0,24.0,27.0,0.94
India,14.25,76.25,6.4,0.83,49.0,24.0,27.0,0.94
India,14.25,76.75,7.9,0.76,17.0,29.0,54.0,1.02
India,14.25,77.25,6.4,0.83,49.0,24.0,27.0,0.0
India,14.25,77.75,6.4,0.83,49.0,24.0,27.0,0.79
India,14.25,78.25,6.4,0.83,49.0,24.0,27.0,0.72
India,14.25,78.75,6.4,0.83,49.0,24.0,27.0,0.97
India,14.25,79.25,7.6,1.41,43.0,30.0,27.0,1.5
India,14.25,79.75,6.4,0.83,49.0,24.0,27.0,1.6
India,14.75,74.75,6.2,0.8,52.0,20.0,28.0,2.58
India,14.75,75.25,6.4,0.83,49.0,24.0,27.0,1.1
India,14.75,75.75,7.9,0.76,17.0,29.0,54.0,0.91
India,14.75,76.25,6.4,0.83,49.0,24.0,27.0,0.9
India,14.75,76.75,7.9,0.76,17.0,29.0,54.0,0.9
India,14.75,77.25,7.9,0.76,17.0,29.0,54.0,0.8
India,14.75,77.75,6.4,0.83,49.0,24.0,27.0,0.7
India,14.75,78.25,6.4,0.83,49.0,24.0,27.0,1.02
India,14.75,78.75,6.4,0.83,49.0,24.0,27.0,0.81
India,14.75,79.25,6.4,0.83,49.0,24.0,27.0,1.65
India,14.75,79.75,6.4,0.83,49.0,24.0,27.0,1.2
India,15.25,74.25,4.8,0.87,51.0,24.0,25.0,2.06
India,15.25,74.75,6.2,0.8,52.0,20.0,28.0,2.0
India,15.25,75.25,6.4,0.83,49.0,24.0,27.0,0.9
India,15.25,75.75,7.9,0.76,17.0,29.0,54.0,0.86
India,15.25,76.25,6.4,0.83,49.0,24.0,27.0,1.01
India,15.25,76.75,6.4,0.83,49.0,24.0,27.0,1.0
India,15.25,77.25,7.9,0.76,17.0,29.0,54.0,0.89
India,15.25,77.75,6.4,0.83,49.0,24.0,27.0,0.8
India,15.25,78.25,7.9,0.76,17.0,29.0,54.0,0.8
India,15.25,78.75,6.4,0.83,49.0,24.0,27.0,0.83
India,15.25,79.25,6.4,0.83,49.0,24.0,27.0,1.1
India,15.25,79.75,6.8,1.23,23.0,24.0,53.0,1.03
India,15.75,74.25,4.8,0.87,51.0,24.0,25.0,0.0
India,15.75,74.75,6.2,0.8,52.0,20.0,28.0,1.3
India,15.75,75.25,6.4,0.83,49.0,24.0,27.0,0.89
India,15.75,75.75,7.9,0.76,17.0,29.0,54.0,1.0
India,15.75,76.25,6.4,0.83,49.0,24.0,27.0,0.89
India,15.75,76.75,6.8,1.23,23.0,24.0,53.0,0.79
India,15.75,77.25,6.8,1.23,23.0,24.0,53.0,0.8
India,15.75,77.75,6.8,1.23,23.0,24.0,53.0,0.7
India,15.75,78.25,6.8,1.23,23.0,24.0,53.0,0.0
India,15.75,78.75,7.6,1.41,43.0,30.0,27.0,0.83
India,15.75,79.25,6.4,0.83,49.0,24.0,27.0,1.1
India,15.75,79.75,6.8,1.23,23.0,24.0,53.0,1.06
India,15.75,80.25,6.8,1.23,23.0,24.0,53.0,0.0
India,16.25,73.75,5.49,1.02,39.0,24.0,37.0,1.5
India,16.25,74.25,4.8,0.87,51.0,24.0,25.0,1.9
India,16.25,74.75,7.9,0.76,17.0,29.0,54.0,1.3
India,16.25,75.25,6.8,1.23,23.0,24.0,53.0,0.9
India,16.25,75.75,6.8,1.23,23.0,24.0,53.0,0.9
India,16.25,76.25,6.8,1.23,23.0,24.0,53.0,0.84
India,16.25,76.75,6.8,1.23,23.0,24.0,53.0,0.7
India,16.25,77.25,6.8,1.23,23.0,24.0,53.0,0.9
India,16.25,77.75,6.8,1.23,23.0,24.0,53.0,0.77
India,16.25,78.25,6.8,1.23,23.0,24.0,53.0,0.8
India,16.25,78.75,6.4,0.83,49.0,24.0,27.0,1.2
India,16.25,79.25,6.4,0.83,49.0,24.0,27.0,1.38
India,16.25,79.75,6.4,0.83,49.0,24.0,27.0,1.0
India,16.25,80.25,6.8,1.23,23.0,24.0,53.0,1.3
India,16.25,80.75,8.1,0.6,43.0,38.0,19.0,1.3
India,16.75,73.75,5.49,1.02,39.0,24.0,37.0,1.96
India,16.75,74.25,7.9,0.76,17.0,29.0,54.0,1.61
India,16.75,74.75,7.9,0.76,17.0,29.0,54.0,1.0
India,16.75,75.25,7.9,0.76,17.0,29.0,54.0,0.88
India,16.75,75.75,7.9,0.76,17.0,29.0,54.0,0.84
India,16.75,76.25,7.9,0.76,17.0,29.0,54.0,0.76
India,16.75,76.75,6.8,1.23,23.0,24.0,53.0,0.7
India,16.75,77.25,6.8,1.23,23.0,24.0,53.0,0.76
India,16.75,77.75,6.9,0.88,30.0,27.0,43.0,0.83
India,16.75,78.25,6.4,0.83,49.0,24.0,27.0,1.0
India,16.75,78.75,6.4,0.83,49.0,24.0,27.0,0.7
India,16.75,79.25,6.4,0.83,49.0,24.0,27.0,1.0
India,16.75,79.75,6.8,1.23,23.0,24.0,53.0,0.9
India,16.75,80.25,6.4,0.83,49.0,24.0,27.0,1.1
India,16.75,80.75,6.2,0.8,52.0,20.0,28.0,1.12
India,16.75,81.25,6.8,1.23,23.0,24.0,53.0,1.28
India,16.75,81.75,8.1,0.6,43.0,38.0,19.0,1.3
India,17.25,73.75,5.49,1.02,39.0,24.0,37.0,1.8
India,17.25,74.25,7.9,0.76,17.0,29.0,54.0,1.52
India,17.25,74.75,7.9,0.76,17.0,29.0,54.0,0.8
India,17.25,75.25,7.9,0.76,17.0,29.0,54.0,0.0
India,17.25,75.75,7.9,0.76,17.0,29.0,54.0,0.8
India,17.25,76.25,6.8,1.23,23.0,24.0,53.0,0.78
India,17.25,76.75,7.9,0.76,17.0,29.0,54.0,0.8
India,17.25,77.25,7.9,0.76,17.0,29.0,54.0,0.0
India,17.25,77.75,7.9,0.76,17.0,29.0,54.0,1.0
India,17.25,78.25,6.4,0.83,49.0,24.0,27.0,0.9
India,17.25,78.75,6.4,0.83,49.0,24.0,27.0,0.93
India,17.25,79.25,6.4,0.83,49.0,24.0,27.0,0.9
India,17.25,79.75,6.4,0.83,49.0,24.0,27.0,0.8
India,17.25,80.25,6.4,0.83,49.0,24.0,27.0,0.9
India,17.25,80.75,6.8,1.23,23.0,24.0,53.0,1.3
India,17.25,81.25,6.2,0.8,52.0,20.0,28.0,0.96
India,17.25,81.75,6.2,0.8,52.0,20.0,28.0,1.09
India,17.25,82.25,6.2,0.8,52.0,20.0,28.0,1.1
India,17.75,73.25,5.49,1.02,39.0,24.0,37.0,1.75
India,17.75,73.75,5.49,1.02,39.0,24.0,37.0,1.75
India,17.75,74.25,6.4,1.81,35.0,33.0,32.0,1.27
India,17.75,74.75,7.9,0.76,17.0,29.0,54.0,0.0
India,17.75,75.25,7.9,0.76,17.0,29.0,54.0,0.8
India,17.75,75.75,7.9,0.76,17.0,29.0,54.0,0.7
India,17.75,76.25,7.9,0.76,17.0,29.0,54.0,0.8
India,17.75,76.75,7.9,0.76,17.0,29.0,54.0,0.97
India,17.75,77.25,7.9,0.76,17.0,29.0,54.0,0.9
India,17.75,77.75,6.1,0.92,57.0,24.0,19.0,1.07
India,17.75,78.25,6.4,0.83,49.0,24.0,27.0,0.94
India,17.75,78.75,6.4,0.83,49.0,24.0,27.0,0.92
India,17.75,79.25,6.4,0.83,49.0,24.0,27.0,0.9
India,17.75,79.75,6.4,0.83,49.0,24.0,27.0,0.9
India,17.75,80.25,6.4,0.83,49.0,24.0,27.0,1.0
India,17.75,80.75,6.8,1.23,23.0,24.0,53.0,1.0
India,17.75,81.25,6.8,1.23,23.0,24.0,53.0,1.4
India,17.75,81.75,6.2,0.8,52.0,20.0,28.0,1.53
India,17.75,82.25,6.2,0.8,52.0,20.0,28.0,1.5
India,17.75,82.75,6.2,0.8,52.0,20.0,28.0,1.2
India,18.25,73.25,6.2,0.8,52.0,20.0,28.0,1.8
India,18.25,73.75,6.4,1.81,35.0,33.0,32.0,1.8
India,18.25,74.25,7.9,0.76,17.0,29.0,54.0,1.1
India,18.25,74.75,7.9,0.76,17.0,29.0,54.0,0.94
India,18.25,75.25,7.9,0.76,17.0,29.0,54.0,0.86
India,18.25,75.75,7.9,0.76,17.0,29.0,54.0,0.8
India,18.25,76.25,7.9,0.76,17.0,29.0,54.0,0.91
India,18.25,76.75,7.9,0.76,17.0,29.0,54.0,0.9
India,18.25,77.25,7.9,0.76,17.0,29.0,54.0,0.79
India,18.25,77.75,7.9,0.76,17.0,29.0,54.0,0.81
India,18.25,78.25,6.4,0.83,49.0,24.0,27.0,0.86
India,18.25,78.75,6.4,0.83,49.0,24.0,27.0,0.9
India,18.25,79.25,6.4,0.83,49.0,24.0,27.0,0.9
India,18.25,79.75,6.4,0.83,49.0,24.0,27.0,0.9
India,18.25,80.25,6.8,1.23,23.0,24.0,53.0,1.2
India,18.25,80.75,6.8,1.23,23.0,24.0,53.0,0.92
India,18.25,81.25,6.4,0.83,49.0,24.0,27.0,1.1
India,18.25,81.75,6.2,0.65,65.0,16.0,19.0,1.15
India,18.25,82.25,6.2,0.8,52.0,20.0,28.0,1.4
India,18.25,82.75,6.2,0.8,52.0,20.0,28.0,1.7
India,18.25,83.25,6.2,0.8,52.0,20.0,28.0,1.3
India,18.25,83.75,6.2,0.8,52.0,20.0,28.0,1.23
India,18.75,73.25,6.2,0.8,52.0,20.0,28.0,1.34
India,18.75,73.75,6.4,1.81,35.0,33.0,32.0,0.0
India,18.75,74.25,7.9,0.76,17.0,29.0,54.0,1.19
India,18.75,74.75,7.9,0.76,17.0,29.0,54.0,0.85
India,18.75,75.25,7.9,0.76,17.0,29.0,54.0,0.8
India,18.75,75.75,7.9,0.76,17.0,29.0,54.0,0.83
India,18.75,76.25,7.9,0.76,17.0,29.0,54.0,0.8
India,18.75,76.75,7.9,0.76,17.0,29.0,54.0,0.89
India,18.75,77.25,6.9,0.88,30.0,27.0,43.0,0.82
India,18.75,77.75,7.9,0.76,17.0,29.0,54.0,0.76
India,18.75,78.25,6.8,1.23,23.0,24.0,53.0,0.9
India,18.75,78.75,6.8,1.23,23.0,24.0,53.0,0.9
India,18.75,79.25,6.8,1.23,23.0,24.0,53.0,0.96
India,18.75,79.75,6.8,1.23,23.0,24.0,53.0,0.0
India,18.75,80.25,6.8,1.23,23.0,24.0,53.0,0.86
India,18.75,80.75,6.4,0.83,49.0,24.0,27.0,1.4
India,18.75,81.25,6.4,0.83,49.0,24.0,27.0,1.3
India,18.75,81.75,6.4,0.83,49.0,24.0,27.0,1.1
India,18.75,82.25,6.4,0.83,49.0,24.0,27.0,1.6
India,18.75,82.75,6.2,0.8,52.0,20.0,28.0,1.32
India,18.75,83.25,6.2,0.8,52.0,20.0,28.0,1.55
India,18.75,83.75,6.2,0.8,52.0,20.0,28.0,1.2
India,18.75,84.25,6.2,0.8,52.0,20.0,28.0,1.36
India,19.25,73.25,6.7,1.07,40.0,28.0,32.0,0.0
India,19.25,73.75,6.6,1.0,45.0,31.0,24.0,1.8
India,19.25,74.25,6.4,1.81,35.0,33.0,32.0,1.06
India,19.25,74.75,7.9,0.76,17.0,29.0,54.0,1.0
India,19.25,75.25,7.9,0.76,17.0,29.0,54.0,0.9
India,19.25,75.75,7.9,0.76,17.0,29.0,54.0,0.82
India,19.25,76.25,7.9,0.76,17.0,29.0,54.0,0.84
India,19.25,76.75,7.9,0.76,17.0,29.0,54.0,0.9
India,19.25,77.25,7.9,0.76,17.0,29.0,54.0,0.9
India,19.25,77.75,6.4,0.83,49.0,24.0,27.0,0.8
India,19.25,78.25,6.4,0.83,49.0,24.0,27.0,0.8
India,19.25,78.75,6.4,0.83,49.0,24.0,27.0,0.9
India,19.25,79.25,6.4,0.83,49.0,24.0,27.0,1.09
India,19.25,79.75,6.8,1.23,23.0,24.0,53.0,0.9
India,19.25,80.25,6.8,1.23,23.0,24.0,53.0,1.16
India,19.25,80.75,6.4,0.83,49.0,24.0,27.0,1.0
India,19.25,81.25,6.4,0.83,49.0,24.0,27.0,1.2
India,19.25,81.75,6.2,0.65,65.0,16.0,19.0,1.38
India,19.25,82.25,6.2,0.65,65.0,16.0,19.0,1.28
India,19.25,82.75,6.4,0.83,49.0,24.0,27.0,1.33
India,19.25,83.25,6.2,0.8,52.0,20.0,28.0,1.35
India,19.25,83.75,6.2,0.8,52.0,20.0,28.0,1.4
India,19.25,84.25,6.2,0.8,52.0,20.0,28.0,1.7
India,19.25,84.75,6.2,0.8,52.0,20.0,28.0,1.98
India,19.75,73.25,6.2,0.8,52.0,20.0,28.0,1.44
India,19.75,73.75,6.2,0.8,52.0,20.0,28.0,1.7
India,19.75,74.25,7.9,0.76,17.0,29.0,54.0,0.0
India,19.75,74.75,7.9,0.76,17.0,29.0,54.0,0.7
India,19.75,75.25,7.9,0.76,17.0,29.0,54.0,0.7
India,19.75,75.75,7.9,0.76,17.0,29.0,54.0,0.94
India,19.75,76.25,7.9,0.76,17.0,29.0,54.0,0.86
India,19.75,76.75,7.9,0.76,17.0,29.0,54.0,0.8
India,19.75,77.25,7.9,0.76,17.0,29.0,54.0,0.9
India,19.75,77.75,6.4,0.83,49.0,24.0,27.0,0.8
India,19.75,78.25,6.4,0.83,49.0,24.0,27.0,1.0
India,19.75,78.75,6.4,0.83,49.0,24.0,27.0,0.9
India,19.75,79.25,6.8,1.23,23.0,24.0,53.0,0.9
India,19.75,79.75,6.8,1.23,23.0,24.0,53.0,0.93
India,19.75,80.25,6.2,0.65,65.0,16.0,19.0,0.9
India,19.75,80.75,6.4,0.83,49.0,24.0,27.0,1.6
India,19.75,81.25,6.2,0.65,65.0,16.0,19.0,1.5
India,19.75,81.75,6.2,0.65,65.0,16.0,19.0,1.2
India,19.75,82.25,6.4,0.83,49.0,24.0,27.0,1.34
India,19.75,82.75,6.2,0.65,65.0,16.0,19.0,1.3
India,19.75,83.25,6.2,0.8,52.0,20.0,28.0,1.49
India,19.75,83.75,6.2,0.8,52.0,20.0,28.0,1.3
India,19.75,84.25,6.2,0.8,52.0,20.0,28.0,1.4
India,19.75,84.75,6.2,0.8,52.0,20.0,28.0,1.6
India,20.25,73.25,6.2,0.8,52.0,20.0,28.0,1.3
India,20.25,73.75,6.2,0.8,52.0,20.0,28.0,1.5
India,20.25,74.25,7.9,0.76,17.0,29.0,54.0,1.0
India,20.25,74.75,7.9,0.76,17.0,29.0,54.0,0.89
India,20.25,75.25,6.9,0.88,30.0,27.0,43.0,0.9
India,20.25,75.75,7.9,0.76,17.0,29.0,54.0,0.98
India,20.25,76.25,7.9,0.76,17.0,29.0,54.0,0.7
India,20.25,76.75,7.9,0.76,17.0,29.0,54.0,0.7
India,20.25,77.25,7.9,0.76,17.0,29.0,54.0,0.82
India,20.25,77.75,7.9,0.76,17.0,29.0,54.0,1.04
India,20.25,78.25,7.9,0.76,17.0,29.0,54.0,0.75
India,20.25,78.75,7.9,0.76,17.0,29.0,54.0,0.9
India,20.25,79.25,7.9,0.76,17.0,29.0,54.0,0.9
India,20.25,79.75,7.9,0.76,17.0,29.0,54.0,0.99
India,20.25,80.25,7.6,1.41,43.0,30.0,27.0,0.9
India,20.25,80.75,6.2,0.65,65.0,16.0,19.0,1.1
India,20.25,81.25,6.2,0.65,65.0,16.0,19.0,1.1
India,20.25,81.75,6.2,0.65,65.0,16.0,19.0,1.39
India,20.25,82.25,6.4,0.83,49.0,24.0,27.0,1.12
India,20.25,82.75,6.4,0.83,49.0,24.0,27.0,1.1
India,20.25,83.25,6.4,0.83,49.0,24.0,27.0,1.1
India,20.25,83.75,6.2,0.8,52.0,20.0,28.0,1.4
India,20.25,84.25,6.2,0.8,52.0,20.0,28.0,1.5
India,20.25,84.75,6.2,0.8,52.0,20.0,28.0,1.3
India,20.25,85.25,6.2,0.65,65.0,16.0,19.0,1.3
India,20.25,85.75,6.2,0.65,65.0,16.0,19.0,1.3
India,20.25,86.25,6.2,0.65,65.0,16.0,19.0,1.3
India,20.75,73.25,7.9,0.76,17.0,29.0,54.0,1.1
India,20.75,73.75,6.2,0.8,52.0,20.0,28.0,1.4
India,20.75,74.25,6.4,1.81,35.0,33.0,32.0,1.1
India,20.75,74.75,7.9,0.76,17.0,29.0,54.0,0.8
India,20.75,75.25,7.9,0.76,17.0,29.0,54.0,0.6
India,20.75,75.75,7.9,0.76,17.0,29.0,54.0,0.88
India,20.75,76.25,7.9,0.76,17.0,29.0,54.0,1.1
India,20.75,76.75,7.9,0.76,17.0,29.0,54.0,0.85
India,20.75,77.25,7.9,0.76,17.0,29.0,54.0,0.7
India,20.75,77.75,7.9,0.76,17.0,29.0,54.0,0.7
India,20.75,78.25,7.9,0.76,17.0,29.0,54.0,0.8
India,20.75,78.75,7.9,0.76,17.0,29.0,54.0,0.74
India,20.75,79.25,7.9,0.76,17.0,29.0,54.0,0.9
India,20.75,79.75,7.9,0.76,17.0,29.0,54.0,0.9
India,20.75,80.25,6.4,0.83,49.0,24.0,27.0,1.02
India,20.75,80.75,6.2,0.65,65.0,16.0,19.0,1.5
India,20.75,81.25,6.2,0.65,65.0,16.0,19.0,1.48
India,20.75,81.75,6.2,0.65,65.0,16.0,19.0,1.1
India,20.75,82.25,6.2,0.65,65.0,16.0,19.0,1.19
India,20.75,82.75,6.4,0.83,49.0,24.0,27.0,1.27
India,20.75,83.25,6.4,0.83,49.0,24.0,27.0,1.0
India,20.75,83.75,6.2,0.65,65.0,16.0,19.0,1.15
India,20.75,84.25,7.9,0.76,17.0,29.0,54.0,1.54
India,20.75,84.75,6.2,0.8,52.0,20.0,28.0,1.6
India,20.75,85.25,6.2,0.65,65.0,16.0,19.0,1.6
India,20.75,85.75,6.2,0.65,65.0,16.0,19.0,1.3
India,20.75,86.25,6.2,0.65,65.0,16.0,19.0,1.1
India,20.75,86.75,7.0,0.86,45.0,32.0,23.0,1.3
India,21.25,70.25,8.1,0.6,43.0,38.0,19.0,0.72
India,21.25,70.75,6.9,0.88,30.0,27.0,43.0,0.72
India,21.25,71.25,7.9,0.76,17.0,29.0,54.0,0.9
India,21.25,71.75,7.9,0.76,17.0,29.0,54.0,0.67
India,21.25,72.75,7.9,0.76,17.0,29.0,54.0,1.02
India,21.25,73.25,7.9,0.76,17.0,29.0,54.0,1.02
India,21.25,73.75,7.9,0.76,17.0,29.0,54.0,0.92
India,21.25,74.25,7.9,0.76,17.0,29.0,54.0,0.78
India,21.25,74.75,7.9,0.76,17.0,29.0,54.0,0.68
India,21.25,75.25,7.9,0.76,17.0,29.0,54.0,0.6
India,21.25,75.75,7.9,0.76,17.0,29.0,54.0,0.7
India,21.25,76.25,7.9,0.76,17.0,29.0,54.0,0.64
India,21.25,76.75,7.9,0.76,17.0,29.0,54.0,0.7
India,21.25,77.25,6.9,0.88,30.0,27.0,43.0,0.69
India,21.25,77.75,7.9,0.76,17.0,29.0,54.0,0.62
India,21.25,78.25,7.9,0.76,17.0,29.0,54.0,0.7
India,21.25,78.75,7.9,0.76,17.0,29.0,54.0,0.86
India,21.25,79.25,7.9,0.76,17.0,29.0,54.0,0.8
India,21.25,79.75,7.9,0.76,17.0,29.0,54.0,0.89
India,21.25,80.25,7.9,0.76,17.0,29.0,54.0,0.99
India,21.25,80.75,6.2,0.65,65.0,16.0,19.0,1.0
India,21.25,81.25,6.2,0.65,65.0,16.0,19.0,1.0
India,21.25,81.75,6.2,0.65,65.0,16.0,19.0,0.9
India,21.25,82.25,6.2,0.65,65.0,16.0,19.0,1.08
India,21.25,82.75,6.4,0.83,49.0,24.0,27.0,1.0
India,21.25,83.25,6.4,0.83,49.0,24.0,27.0,1.2
India,21.25,83.75,7.9,0.76,17.0,29.0,54.0,1.2
India,21.25,84.25,6.2,0.65,65.0,16.0,19.0,1.2
India,21.25,84.75,6.2,0.65,65.0,16.0,19.0,1.4
India,21.25,85.25,6.2,0.65,65.0,16.0,19.0,1.15
India,21.25,85.75,7.6,1.41,43.0,30.0,27.0,1.3
India,21.25,86.25,6.2,0.8,52.0,20.0,28.0,1.3
India,21.75,69.75,7.9,0.76,17.0,29.0,54.0,0.7
India,21.75,70.25,7.9,0.76,17.0,29.0,54.0,0.7
India,21.75,70.75,7.9,0.76,17.0,29.0,54.0,1.0
India,21.75,71.25,7.9,0.76,17.0,29.0,54.0,0.52
India,21.75,71.75,7.9,0.76,17.0,29.0,54.0,0.6
India,21.75,72.75,7.9,0.76,17.0,29.0,54.0,0.77
India,21.75,73.25,7.9,0.76,17.0,29.0,54.0,0.77
India,21.75,73.75,6.9,0.88,30.0,27.0,43.0,0.8
India,21.75,74.25,6.9,0.88,30.0,27.0,43.0,0.8
India,21.75,74.75,6.9,0.88,30.0,27.0,43.0,0.62
India,21.75,75.25,7.9,0.76,17.0,29.0,54.0,0.8
India,21.75,75.75,7.9,0.76,17.0,29.0,54.0,1.0
India,21.75,76.25,7.9,0.76,17.0,29.0,54.0,0.9
India,21.75,76.75,7.9,0.76,17.0,29.0,54.0,0.8
India,21.75,77.25,6.9,0.88,30.0,27.0,43.0,1.0
India,21.75,77.75,6.9,0.88,30.0,27.0,43.0,1.67
India,21.75,78.25,7.9,0.76,17.0,29.0,54.0,0.72
India,21.75,78.75,7.6,1.41,43.0,30.0,27.0,0.8
India,21.75,79.25,7.6,1.41,43.0,30.0,27.0,1.0
India,21.75,79.75,7.9,0.76,17.0,29.0,54.0,0.98
India,21.75,80.25,7.9,0.76,17.0,29.0,54.0,1.02
India,21.75,80.75,7.9,0.76,17.0,29.0,54.0,1.0
India,21.75,81.25,6.2,0.65,65.0,16.0,19.0,0.9
India,21.75,81.75,6.2,0.65,65.0,16.0,19.0,1.0
India,21.75,82.25,6.2,0.65,65.0,16.0,19.0,0.84
India,21.75,82.75,6.2,0.65,65.0,16.0,19.0,1.0
India,21.75,83.25,6.2,0.65,65.0,16.0,19.0,1.0
India,21.75,83.75,6.2,0.65,65.0,16.0,19.0,1.0
India,21.75,84.25,6.2,0.65,65.0,16.0,19.0,1.0
India,21.75,84.75,7.6,1.41,43.0,30.0,27.0,1.2
India,21.75,85.25,7.6,1.41,43.0,30.0,27.0,0.0
India,21.75,85.75,5.49,1.02,39.0,24.0,37.0,1.3
India,21.75,86.25,7.6,1.41,43.0,30.0,27.0,1.28
India,21.75,86.75,6.2,0.65,65.0,16.0,19.0,1.3
India,21.75,87.25,6.2,0.65,65.0,16.0,19.0,1.1
